,0,1
62,"(3, 1, 0)",0.01
63,"(3, 1, 50)",-0.01
64,"(3, 2, 0)",0.01
65,"(3, 2, 50)",-0.01
66,"(3, 3, 0)",0.01
67,"(3, 3, 50)",-0.01
68,"(3, 4, 0)",0.01
69,"(3, 4, 50)",-0.01
70,"(3, 5, 0)",0.01
71,"(3, 5, 50)",-0.01
72,"(3, 6, 0)",0.01
73,"(3, 6, 50)",-0.01
74,"(3, 7, 0)",0.01
75,"(3, 7, 50)",-0.01
76,"(3, 8, 0)",0.01
77,"(3, 8, 50)",-0.01
78,"(3, 9, 0)",0.01
79,"(3, 9, 50)",-0.01
80,"(4, 0, 0)",0.01
81,"(4, 0, 50)",-0.01
82,"(4, 1, 0)",0.01
83,"(4, 1, 50)",-0.01
84,"(4, 2, 0)",0.01
85,"(4, 2, 50)",-0.01
86,"(4, 3, 0)",0.01
87,"(4, 3, 50)",-0.01
88,"(4, 4, 0)",0.01
89,"(4, 4, 50)",-0.01
90,"(4, 5, 0)",0.01
91,"(4, 5, 50)",-0.01
92,"(4, 6, 0)",0.01
93,"(4, 6, 50)",-0.01
94,"(4, 7, 0)",0.01
95,"(4, 7, 50)",-0.01
96,"(4, 8, 0)",0.01
97,"(4, 8, 50)",-0.01
98,"(4, 9, 0)",0.01
99,"(4, 9, 50)",-0.01
100,"(5, 0, 0)",0.01
101,"(5, 0, 50)",-0.01
102,"(5, 1, 0)",0.01
103,"(5, 1, 50)",-0.01
104,"(5, 2, 0)",0.01
105,"(5, 2, 50)",-0.01
106,"(5, 3, 0)",0.01
107,"(5, 3, 50)",-0.01
108,"(5, 4, 0)",0.01
109,"(5, 4, 50)",-0.01
110,"(5, 5, 0)",0.01
111,"(5, 5, 50)",-0.01
112,"(5, 6, 0)",0.01
113,"(5, 6, 50)",-0.01
114,"(5, 7, 0)",0.01
115,"(5, 7, 50)",-0.01
116,"(5, 8, 0)",0.01
117,"(5, 8, 50)",-0.01
118,"(5, 9, 0)",0.01
119,"(5, 9, 50)",-0.01
120,"(6, 0, 0)",0.01
121,"(6, 0, 50)",-0.01
122,"(6, 1, 0)",0.01
123,"(6, 1, 50)",-0.01
124,"(6, 2, 0)",0.01
125,"(6, 2, 50)",-0.01
126,"(6, 3, 0)",0.01
127,"(6, 3, 50)",-0.01
128,"(6, 4, 0)",0.01
129,"(6, 4, 50)",-0.01
130,"(6, 5, 0)",0.01
131,"(6, 5, 50)",-0.01
132,"(6, 6, 0)",0.01
133,"(6, 6, 50)",-0.01
134,"(6, 7, 0)",0.01
135,"(6, 7, 50)",-0.01
136,"(6, 8, 0)",0.01
137,"(6, 8, 50)",-0.01
138,"(6, 9, 0)",0.01
139,"(6, 9, 50)",-0.01
140,"(7, 0, 0)",0.01
141,"(7, 0, 50)",-0.01
142,"(7, 1, 0)",0.01
143,"(7, 1, 50)",-0.01
144,"(7, 2, 0)",0.01
145,"(7, 2, 50)",-0.01
146,"(7, 3, 0)",0.01
147,"(7, 3, 50)",-0.01
148,"(7, 4, 0)",0.01
149,"(7, 4, 50)",-0.01
150,"(7, 5, 0)",0.01
151,"(7, 5, 50)",-0.01
152,"(7, 6, 0)",0.01
153,"(7, 6, 50)",-0.01
154,"(7, 7, 0)",0.01
155,"(7, 7, 50)",-0.01
156,"(7, 8, 0)",0.01
157,"(7, 8, 50)",-0.01
158,"(7, 9, 0)",0.01
159,"(7, 9, 50)",-0.01
160,"(8, 0, 0)",0.01
161,"(8, 0, 50)",-0.01
162,"(8, 1, 0)",0.01
163,"(8, 1, 50)",-0.01
164,"(8, 2, 0)",0.01
165,"(8, 2, 50)",-0.01
166,"(8, 3, 0)",0.01
167,"(8, 3, 50)",-0.01
168,"(8, 4, 0)",0.01
169,"(8, 4, 50)",-0.01
170,"(8, 5, 0)",0.01
171,"(8, 5, 50)",-0.01
172,"(8, 6, 0)",0.01
173,"(8, 6, 50)",-0.01
174,"(8, 7, 0)",0.01
175,"(8, 7, 50)",-0.01
176,"(8, 8, 0)",0.01
177,"(8, 8, 50)",-0.01
178,"(8, 9, 0)",0.01
179,"(8, 9, 50)",-0.01
180,"(9, 0, 0)",0.01
181,"(9, 0, 50)",-0.01
182,"(9, 1, 0)",0.01
183,"(9, 1, 50)",-0.01
184,"(9, 2, 0)",0.01
185,"(9, 2, 50)",-0.01
186,"(9, 3, 0)",0.01
187,"(9, 3, 50)",-0.01
188,"(9, 4, 0)",0.01
189,"(9, 4, 50)",-0.01
190,"(9, 5, 0)",0.01
191,"(9, 5, 50)",-0.01
192,"(9, 6, 0)",0.01
193,"(9, 6, 50)",-0.01
194,"(9, 7, 0)",0.01
195,"(9, 7, 50)",-0.01
196,"(9, 8, 0)",0.01
197,"(9, 8, 50)",-0.01
198,"(9, 9, 0)",0.01
199,"(9, 9, 50)",-0.01
