,0,1,2,3,4,5,6,7,8,9
52,0,5,2,50,0.0004,10,0.2,0.5,0.3,0.1
53,0,5,3,50,0.0004,10,0.2,0.5,0.3,0.1
54,0,5,4,50,0.0004,10,0.2,0.5,0.3,0.1
55,0,5,5,50,0.0004,10,0.2,0.5,0.3,0.1
56,0,5,6,50,0.0004,10,0.2,0.5,0.3,0.1
57,0,5,7,50,0.0004,10,0.2,0.5,0.3,0.1
58,0,5,8,50,0.0004,10,0.2,0.5,0.3,0.1
59,0,5,9,50,0.0004,10,0.2,0.5,0.3,0.1
60,0,6,0,50,0.0004,10,0.2,0.5,0.3,0.1
61,0,6,1,50,0.0004,10,0.2,0.5,0.3,0.1
62,0,6,2,50,0.0004,10,0.2,0.5,0.3,0.1
63,0,6,3,50,0.0004,10,0.2,0.5,0.3,0.1
64,0,6,4,50,0.0004,10,0.2,0.5,0.3,0.1
65,0,6,5,50,0.0004,10,0.2,0.5,0.3,0.1
66,0,6,6,50,0.0004,10,0.2,0.5,0.3,0.1
67,0,6,7,50,0.0004,10,0.2,0.5,0.3,0.1
68,0,6,8,50,0.0004,10,0.2,0.5,0.3,0.1
69,0,6,9,50,0.0004,10,0.2,0.5,0.3,0.1
70,0,7,0,50,0.0004,10,0.2,0.5,0.3,0.1
71,0,7,1,50,0.0004,10,0.2,0.5,0.3,0.1
72,0,7,2,50,0.0004,10,0.2,0.5,0.3,0.1
73,0,7,3,50,0.0004,10,0.2,0.5,0.3,0.1
74,0,7,4,50,0.0004,10,0.2,0.5,0.3,0.1
75,0,7,5,50,0.0004,10,0.2,0.5,0.3,0.1
76,0,7,6,50,0.0004,10,0.2,0.5,0.3,0.1
77,0,7,7,50,0.0004,10,0.2,0.5,0.3,0.1
78,0,7,8,50,0.0004,10,0.2,0.5,0.3,0.1
79,0,7,9,50,0.0004,10,0.2,0.5,0.3,0.1
80,0,8,0,50,0.0004,10,0.2,0.5,0.3,0.1
81,0,8,1,50,0.0004,10,0.2,0.5,0.3,0.1
82,0,8,2,50,0.0004,10,0.2,0.5,0.3,0.1
83,0,8,3,50,0.0004,10,0.2,0.5,0.3,0.1
84,0,8,4,50,0.0004,10,0.2,0.5,0.3,0.1
85,0,8,5,50,0.0004,10,0.2,0.5,0.3,0.1
86,0,8,6,50,0.0004,10,0.2,0.5,0.3,0.1
87,0,8,7,50,0.0004,10,0.2,0.5,0.3,0.1
88,0,8,8,50,0.0004,10,0.2,0.5,0.3,0.1
89,0,8,9,50,0.0004,10,0.2,0.5,0.3,0.1
90,0,9,0,50,0.0004,10,0.2,0.5,0.3,0.1
91,0,9,1,50,0.0004,10,0.2,0.5,0.3,0.1
92,0,9,2,50,0.0004,10,0.2,0.5,0.3,0.1
93,0,9,3,50,0.0004,10,0.2,0.5,0.3,0.1
94,0,9,4,50,0.0004,10,0.2,0.5,0.3,0.1
95,0,9,5,50,0.0004,10,0.2,0.5,0.3,0.1
96,0,9,6,50,0.0004,10,0.2,0.5,0.3,0.1
97,0,9,7,50,0.0004,10,0.2,0.5,0.3,0.1
98,0,9,8,50,0.0004,10,0.2,0.5,0.3,0.1
99,0,9,9,50,0.0004,10,0.2,0.5,0.3,0.1
100,0,10,0,50,0.0004,10,0.2,0.5,0.3,0.1
101,0,10,1,50,0.0004,10,0.2,0.5,0.3,0.1
102,0,10,2,50,0.0004,10,0.2,0.5,0.3,0.1
103,0,10,3,50,0.0004,10,0.2,0.5,0.3,0.1
104,0,10,4,50,0.0004,10,0.2,0.5,0.3,0.1
105,0,10,5,50,0.0004,10,0.2,0.5,0.3,0.1
106,0,10,6,50,0.0004,10,0.2,0.5,0.3,0.1
107,0,10,7,50,0.0004,10,0.2,0.5,0.3,0.1
108,0,10,8,50,0.0004,10,0.2,0.5,0.3,0.1
109,0,10,9,50,0.0004,10,0.2,0.5,0.3,0.1
110,0,11,0,50,0.0004,10,0.2,0.5,0.3,0.1
111,0,11,1,50,0.0004,10,0.2,0.5,0.3,0.1
112,0,11,2,50,0.0004,10,0.2,0.5,0.3,0.1
113,0,11,3,50,0.0004,10,0.2,0.5,0.3,0.1
114,0,11,4,50,0.0004,10,0.2,0.5,0.3,0.1
115,0,11,5,50,0.0004,10,0.2,0.5,0.3,0.1
116,0,11,6,50,0.0004,10,0.2,0.5,0.3,0.1
117,0,11,7,50,0.0004,10,0.2,0.5,0.3,0.1
118,0,11,8,50,0.0004,10,0.2,0.5,0.3,0.1
119,0,11,9,50,0.0004,10,0.2,0.5,0.3,0.1
120,0,12,0,50,0.0004,10,0.2,0.5,0.3,0.1
121,0,12,1,50,0.0004,10,0.2,0.5,0.3,0.1
122,0,12,2,50,0.0004,10,0.2,0.5,0.3,0.1
123,0,12,3,50,0.0004,10,0.2,0.5,0.3,0.1
124,0,12,4,50,0.0004,10,0.2,0.5,0.3,0.1
125,0,12,5,50,0.0004,10,0.2,0.5,0.3,0.1
126,0,12,6,50,0.0004,10,0.2,0.5,0.3,0.1
127,0,12,7,50,0.0004,10,0.2,0.5,0.3,0.1
128,0,12,8,50,0.0004,10,0.2,0.5,0.3,0.1
129,0,12,9,50,0.0004,10,0.2,0.5,0.3,0.1
130,0,13,0,50,0.0004,10,0.2,0.5,0.3,0.1
131,0,13,1,50,0.0004,10,0.2,0.5,0.3,0.1
132,0,13,2,50,0.0004,10,0.2,0.5,0.3,0.1
133,0,13,3,50,0.0004,10,0.2,0.5,0.3,0.1
134,0,13,4,50,0.0004,10,0.2,0.5,0.3,0.1
135,0,13,5,50,0.0004,10,0.2,0.5,0.3,0.1
136,0,13,6,50,0.0004,10,0.2,0.5,0.3,0.1
137,0,13,7,50,0.0004,10,0.2,0.5,0.3,0.1
138,0,13,8,50,0.0004,10,0.2,0.5,0.3,0.1
139,0,13,9,50,0.0004,10,0.2,0.5,0.3,0.1
140,0,14,0,50,0.0004,10,0.2,0.5,0.3,0.1
141,0,14,1,50,0.0004,10,0.2,0.5,0.3,0.1
142,0,14,2,50,0.0004,10,0.2,0.5,0.3,0.1
143,0,14,3,50,0.0004,10,0.2,0.5,0.3,0.1
144,0,14,4,50,0.0004,10,0.2,0.5,0.3,0.1
145,0,14,5,50,0.0004,10,0.2,0.5,0.3,0.1
146,0,14,6,50,0.0004,10,0.2,0.5,0.3,0.1
147,0,14,7,50,0.0004,10,0.2,0.5,0.3,0.1
148,0,14,8,50,0.0004,10,0.2,0.5,0.3,0.1
149,0,14,9,50,0.0004,10,0.2,0.5,0.3,0.1
