Easting,Northing,Elevation
356152.579,8549655.568,92.093
356182.865,8549655.568,92.435
356213.152,8549655.568,92.776
356243.438,8549655.568,93.118
356273.724,8549655.568,93.460
356304.011,8549655.568,93.802
356334.297,8549655.568,94.144
356364.584,8549655.568,94.486
356394.870,8549655.568,94.828
356425.156,8549655.568,95.170
356455.443,8549655.568,95.512
356485.729,8549655.568,95.854
356516.015,8549655.568,96.196
356546.302,8549655.568,96.538
356576.588,8549655.568,96.880
356606.875,8549655.568,97.222
356637.161,8549655.568,97.564
356667.447,8549655.568,97.905
353214.799,8549625.281,58.925
353245.085,8549625.281,59.267
353275.372,8549625.281,59.609
353305.658,8549625.281,59.951
353335.945,8549625.281,60.293
353366.231,8549625.281,60.635
353396.517,8549625.281,60.977
353426.804,8549625.281,61.319
353457.090,8549625.281,61.661
353487.376,8549625.281,62.002
353517.663,8549625.281,62.344
353547.949,8549625.281,62.686
353578.236,8549625.281,63.028
353608.522,8549625.281,63.370
353638.808,8549625.281,63.712
353669.095,8549625.281,64.054
353699.381,8549625.281,64.396
353729.668,8549625.281,64.738
353759.954,8549625.281,65.080
353790.240,8549625.281,65.422
353820.527,8549625.281,65.764
353850.813,8549625.281,66.106
353881.100,8549625.281,66.448
353911.386,8549625.281,66.790
353941.672,8549625.281,67.131
353971.959,8549625.281,67.473
354002.245,8549625.281,67.815
354032.531,8549625.281,68.157
354062.818,8549625.281,68.499
354093.104,8549625.281,68.841
354123.391,8549625.281,69.183
354153.677,8549625.281,69.525
354183.963,8549625.281,69.867
354214.250,8549625.281,70.209
354244.536,8549625.281,70.551
354274.823,8549625.281,70.893
354305.109,8549625.281,71.235
354335.395,8549625.281,71.577
354365.682,8549625.281,71.919
354395.968,8549625.281,72.260
354426.255,8549625.281,72.602
354456.541,8549625.281,72.944
354486.827,8549625.281,73.286
354517.114,8549625.281,73.628
354547.400,8549625.281,73.970
354577.687,8549625.281,74.312
354607.973,8549625.281,74.654
354638.259,8549625.281,74.996
354668.546,8549625.281,75.338
354698.832,8549625.281,75.680
354729.118,8549625.281,76.022
354759.405,8549625.281,76.364
354789.691,8549625.281,76.706
354819.978,8549625.281,77.048
354850.264,8549625.281,77.389
354880.550,8549625.281,77.731
354910.837,8549625.281,78.073
354941.123,8549625.281,78.415
354971.410,8549625.281,78.757
355001.696,8549625.281,79.099
355031.982,8549625.281,79.441
355062.269,8549625.281,79.783
355092.555,8549625.281,80.125
355122.842,8549625.281,80.467
355153.128,8549625.281,80.809
355183.414,8549625.281,81.151
355213.701,8549625.281,81.493
355243.987,8549625.281,81.835
355274.273,8549625.281,82.177
355304.560,8549625.281,82.518
355334.846,8549625.281,82.860
355365.133,8549625.281,83.202
355395.419,8549625.281,83.544
355425.705,8549625.281,83.886
355455.992,8549625.281,84.228
355486.278,8549625.281,84.570
355516.565,8549625.281,84.912
355546.851,8549625.281,85.254
355577.137,8549625.281,85.596
355607.424,8549625.281,85.938
355637.710,8549625.281,86.280
355667.997,8549625.281,86.622
355698.283,8549625.281,86.964
355728.569,8549625.281,87.306
355758.856,8549625.281,87.647
355789.142,8549625.281,87.989
355819.428,8549625.281,88.331
355849.715,8549625.281,88.673
355880.001,8549625.281,89.015
355910.288,8549625.281,89.357
355940.574,8549625.281,89.699
355970.860,8549625.281,90.041
356001.147,8549625.281,90.383
356031.433,8549625.281,90.725
356061.720,8549625.281,91.067
356092.006,8549625.281,91.409
356122.292,8549625.281,91.751
356152.579,8549625.281,92.093
356182.865,8549625.281,92.435
356213.152,8549625.281,92.776
356243.438,8549625.281,93.118
356273.724,8549625.281,93.460
356304.011,8549625.281,93.802
356334.297,8549625.281,94.144
356364.584,8549625.281,94.486
356394.870,8549625.281,94.828
356425.156,8549625.281,95.170
356455.443,8549625.281,95.512
356485.729,8549625.281,95.854
356516.015,8549625.281,96.196
356546.302,8549625.281,96.538
356576.588,8549625.281,96.880
356606.875,8549625.281,97.222
356637.161,8549625.281,97.564
356667.447,8549625.281,97.905
353214.799,8549594.995,58.925
353245.085,8549594.995,59.267
353275.372,8549594.995,59.609
353305.658,8549594.995,59.951
353335.945,8549594.995,60.293
353366.231,8549594.995,60.635
353396.517,8549594.995,60.977
353426.804,8549594.995,61.319
353457.090,8549594.995,61.661
353487.376,8549594.995,62.002
353517.663,8549594.995,62.344
353547.949,8549594.995,62.686
353578.236,8549594.995,63.028
353608.522,8549594.995,63.370
353638.808,8549594.995,63.712
353669.095,8549594.995,64.054
353699.381,8549594.995,64.396
353729.668,8549594.995,64.738
353759.954,8549594.995,65.080
353790.240,8549594.995,65.422
353820.527,8549594.995,65.764
353850.813,8549594.995,66.106
353881.100,8549594.995,66.448
353911.386,8549594.995,66.790
353941.672,8549594.995,67.131
353971.959,8549594.995,67.473
354002.245,8549594.995,67.815
354032.531,8549594.995,68.157
354062.818,8549594.995,68.499
354093.104,8549594.995,68.841
354123.391,8549594.995,69.183
354153.677,8549594.995,69.525
354183.963,8549594.995,69.867
354214.250,8549594.995,70.209
354244.536,8549594.995,70.551
354274.823,8549594.995,70.893
354305.109,8549594.995,71.235
354335.395,8549594.995,71.577
354365.682,8549594.995,71.919
354395.968,8549594.995,72.260
354426.255,8549594.995,72.602
354456.541,8549594.995,72.944
354486.827,8549594.995,73.286
354517.114,8549594.995,73.628
354547.400,8549594.995,73.970
354577.687,8549594.995,74.312
354607.973,8549594.995,74.654
354638.259,8549594.995,74.996
354668.546,8549594.995,75.338
354698.832,8549594.995,75.680
354729.118,8549594.995,76.022
354759.405,8549594.995,76.364
354789.691,8549594.995,76.706
354819.978,8549594.995,77.048
354850.264,8549594.995,77.389
354880.550,8549594.995,77.731
354910.837,8549594.995,78.073
354941.123,8549594.995,78.415
354971.410,8549594.995,78.757
355001.696,8549594.995,79.099
355031.982,8549594.995,79.441
355062.269,8549594.995,79.783
355092.555,8549594.995,80.125
355122.842,8549594.995,80.467
355153.128,8549594.995,80.809
355183.414,8549594.995,81.151
355213.701,8549594.995,81.493
355243.987,8549594.995,81.835
355274.273,8549594.995,82.177
355304.560,8549594.995,82.518
355334.846,8549594.995,82.860
355365.133,8549594.995,83.202
355395.419,8549594.995,83.544
355425.705,8549594.995,83.886
355455.992,8549594.995,84.228
355486.278,8549594.995,84.570
355516.565,8549594.995,84.912
355546.851,8549594.995,85.254
355577.137,8549594.995,85.596
355607.424,8549594.995,85.938
355637.710,8549594.995,86.280
355667.997,8549594.995,86.622
355698.283,8549594.995,86.964
355728.569,8549594.995,87.306
355758.856,8549594.995,87.647
355789.142,8549594.995,87.989
355819.428,8549594.995,88.331
355849.715,8549594.995,88.673
355880.001,8549594.995,89.015
355910.288,8549594.995,89.357
355940.574,8549594.995,89.699
355970.860,8549594.995,90.041
356001.147,8549594.995,90.383
356031.433,8549594.995,90.725
356061.720,8549594.995,91.067
356092.006,8549594.995,91.409
356122.292,8549594.995,91.751
356152.579,8549594.995,92.093
356182.865,8549594.995,92.435
356213.152,8549594.995,92.776
356243.438,8549594.995,93.118
356273.724,8549594.995,93.460
356304.011,8549594.995,93.802
356334.297,8549594.995,94.144
356364.584,8549594.995,94.486
356394.870,8549594.995,94.828
356425.156,8549594.995,95.170
356455.443,8549594.995,95.512
356485.729,8549594.995,95.854
356516.015,8549594.995,96.196
356546.302,8549594.995,96.538
356576.588,8549594.995,96.880
356606.875,8549594.995,97.222
356637.161,8549594.995,97.564
356667.447,8549594.995,97.905
353214.799,8549564.708,58.925
353245.085,8549564.708,59.267
353275.372,8549564.708,59.609
353305.658,8549564.708,59.951
353335.945,8549564.708,60.293
353366.231,8549564.708,60.635
353396.517,8549564.708,60.977
353426.804,8549564.708,61.319
353457.090,8549564.708,61.661
353487.376,8549564.708,62.002
353517.663,8549564.708,62.344
353547.949,8549564.708,62.686
353578.236,8549564.708,63.028
353608.522,8549564.708,63.370
353638.808,8549564.708,63.712
353669.095,8549564.708,64.054
353699.381,8549564.708,64.396
353729.668,8549564.708,64.738
353759.954,8549564.708,65.080
353790.240,8549564.708,65.422
353820.527,8549564.708,65.764
353850.813,8549564.708,66.106
353881.100,8549564.708,66.448
353911.386,8549564.708,66.790
353941.672,8549564.708,67.131
353971.959,8549564.708,67.473
354002.245,8549564.708,67.815
354032.531,8549564.708,68.157
354062.818,8549564.708,68.499
354093.104,8549564.708,68.841
354123.391,8549564.708,69.183
354153.677,8549564.708,69.525
354183.963,8549564.708,69.867
354214.250,8549564.708,70.209
354244.536,8549564.708,70.551
354274.823,8549564.708,70.893
354305.109,8549564.708,71.235
354335.395,8549564.708,71.577
354365.682,8549564.708,71.919
354395.968,8549564.708,72.260
354426.255,8549564.708,72.602
354456.541,8549564.708,72.944
354486.827,8549564.708,73.286
354517.114,8549564.708,73.628
354547.400,8549564.708,73.970
354577.687,8549564.708,74.312
354607.973,8549564.708,74.654
354638.259,8549564.708,74.996
354668.546,8549564.708,75.338
354698.832,8549564.708,75.680
354729.118,8549564.708,76.022
354759.405,8549564.708,76.364
354789.691,8549564.708,76.706
354819.978,8549564.708,77.048
354850.264,8549564.708,77.389
354880.550,8549564.708,77.731
354910.837,8549564.708,78.073
354941.123,8549564.708,78.415
354971.410,8549564.708,78.757
355001.696,8549564.708,79.099
355031.982,8549564.708,79.441
355062.269,8549564.708,79.783
355092.555,8549564.708,80.125
355122.842,8549564.708,80.467
355153.128,8549564.708,80.809
355183.414,8549564.708,81.151
355213.701,8549564.708,81.493
355243.987,8549564.708,81.835
355274.273,8549564.708,82.177
355304.560,8549564.708,82.518
355334.846,8549564.708,82.860
355365.133,8549564.708,83.202
355395.419,8549564.708,83.544
355425.705,8549564.708,83.886
355455.992,8549564.708,84.228
355486.278,8549564.708,84.570
355516.565,8549564.708,84.912
355546.851,8549564.708,85.254
355577.137,8549564.708,85.596
355607.424,8549564.708,85.938
355637.710,8549564.708,86.280
355667.997,8549564.708,86.622
355698.283,8549564.708,86.964
355728.569,8549564.708,87.306
355758.856,8549564.708,87.647
355789.142,8549564.708,87.989
355819.428,8549564.708,88.331
355849.715,8549564.708,88.673
355880.001,8549564.708,89.015
355910.288,8549564.708,89.357
355940.574,8549564.708,89.699
355970.860,8549564.708,90.041
356001.147,8549564.708,90.383
356031.433,8549564.708,90.725
356061.720,8549564.708,91.067
356092.006,8549564.708,91.409
356122.292,8549564.708,91.751
356152.579,8549564.708,92.093
356182.865,8549564.708,92.435
356213.152,8549564.708,92.776
356243.438,8549564.708,93.118
356273.724,8549564.708,93.460
356304.011,8549564.708,93.802
356334.297,8549564.708,94.144
356364.584,8549564.708,94.486
356394.870,8549564.708,94.828
356425.156,8549564.708,95.170
356455.443,8549564.708,95.512
356485.729,8549564.708,95.854
356516.015,8549564.708,96.196
356546.302,8549564.708,96.538
356576.588,8549564.708,96.880
356606.875,8549564.708,97.222
356637.161,8549564.708,97.564
356667.447,8549564.708,97.905
353214.799,8549534.422,58.925
353245.085,8549534.422,59.267
353275.372,8549534.422,59.609
353305.658,8549534.422,59.951
353335.945,8549534.422,60.293
353366.231,8549534.422,60.635
353396.517,8549534.422,60.977
353426.804,8549534.422,61.319
353457.090,8549534.422,61.661
353487.376,8549534.422,62.002
353517.663,8549534.422,62.344
353547.949,8549534.422,62.686
353578.236,8549534.422,63.028
353608.522,8549534.422,63.370
353638.808,8549534.422,63.712
353669.095,8549534.422,64.054
353699.381,8549534.422,64.396
353729.668,8549534.422,64.738
353759.954,8549534.422,65.080
353790.240,8549534.422,65.422
353820.527,8549534.422,65.764
353850.813,8549534.422,66.106
353881.100,8549534.422,66.448
353911.386,8549534.422,66.790
353941.672,8549534.422,67.131
353971.959,8549534.422,67.473
354002.245,8549534.422,67.815
354032.531,8549534.422,68.157
354062.818,8549534.422,68.499
354093.104,8549534.422,68.841
354123.391,8549534.422,69.183
354153.677,8549534.422,69.525
354183.963,8549534.422,69.867
354214.250,8549534.422,70.209
354244.536,8549534.422,70.551
354274.823,8549534.422,70.893
354305.109,8549534.422,71.235
354335.395,8549534.422,71.577
354365.682,8549534.422,71.919
354395.968,8549534.422,72.260
354426.255,8549534.422,72.602
354456.541,8549534.422,72.944
354486.827,8549534.422,73.286
354517.114,8549534.422,73.628
354547.400,8549534.422,73.970
354577.687,8549534.422,74.312
354607.973,8549534.422,74.654
354638.259,8549534.422,74.996
354668.546,8549534.422,75.338
354698.832,8549534.422,75.680
354729.118,8549534.422,76.022
354759.405,8549534.422,76.364
354789.691,8549534.422,76.706
354819.978,8549534.422,77.048
354850.264,8549534.422,77.389
354880.550,8549534.422,77.731
354910.837,8549534.422,78.073
354941.123,8549534.422,78.415
354971.410,8549534.422,78.757
355001.696,8549534.422,79.099
355031.982,8549534.422,79.441
355062.269,8549534.422,79.783
355092.555,8549534.422,80.125
355122.842,8549534.422,80.467
355153.128,8549534.422,80.809
355183.414,8549534.422,81.151
355213.701,8549534.422,81.493
355243.987,8549534.422,81.835
355274.273,8549534.422,82.177
355304.560,8549534.422,82.518
355334.846,8549534.422,82.860
355365.133,8549534.422,83.202
355395.419,8549534.422,83.544
355425.705,8549534.422,83.886
355455.992,8549534.422,84.228
355486.278,8549534.422,84.570
355516.565,8549534.422,84.912
355546.851,8549534.422,85.254
355577.137,8549534.422,85.596
355607.424,8549534.422,85.938
355637.710,8549534.422,86.280
355667.997,8549534.422,86.622
355698.283,8549534.422,86.964
355728.569,8549534.422,87.306
355758.856,8549534.422,87.647
355789.142,8549534.422,87.989
355819.428,8549534.422,88.331
355849.715,8549534.422,88.673
355880.001,8549534.422,89.015
355910.288,8549534.422,89.357
355940.574,8549534.422,89.699
355970.860,8549534.422,90.041
356001.147,8549534.422,90.383
356031.433,8549534.422,90.725
356061.720,8549534.422,91.067
356092.006,8549534.422,91.409
356122.292,8549534.422,91.751
356152.579,8549534.422,92.093
356182.865,8549534.422,92.435
356213.152,8549534.422,92.776
356243.438,8549534.422,93.118
356273.724,8549534.422,93.460
356304.011,8549534.422,93.802
356334.297,8549534.422,94.144
356364.584,8549534.422,94.486
356394.870,8549534.422,94.828
356425.156,8549534.422,95.170
356455.443,8549534.422,95.512
356485.729,8549534.422,95.854
356516.015,8549534.422,96.196
356546.302,8549534.422,96.538
356576.588,8549534.422,96.880
356606.875,8549534.422,97.222
356637.161,8549534.422,97.564
356667.447,8549534.422,97.905
353214.799,8549504.136,58.925
353245.085,8549504.136,59.267
353275.372,8549504.136,59.609
353305.658,8549504.136,59.951
353335.945,8549504.136,60.293
353366.231,8549504.136,60.635
353396.517,8549504.136,60.977
353426.804,8549504.136,61.319
353457.090,8549504.136,61.661
353487.376,8549504.136,62.002
353517.663,8549504.136,62.344
353547.949,8549504.136,62.686
353578.236,8549504.136,63.028
353608.522,8549504.136,63.370
353638.808,8549504.136,63.712
353669.095,8549504.136,64.054
353699.381,8549504.136,64.396
353729.668,8549504.136,64.738
353759.954,8549504.136,65.080
353790.240,8549504.136,65.422
353820.527,8549504.136,65.764
353850.813,8549504.136,66.106
353881.100,8549504.136,66.448
353911.386,8549504.136,66.790
353941.672,8549504.136,67.131
353971.959,8549504.136,67.473
354002.245,8549504.136,67.815
354032.531,8549504.136,68.157
354062.818,8549504.136,68.499
354093.104,8549504.136,68.841
354123.391,8549504.136,69.183
354153.677,8549504.136,69.525
354183.963,8549504.136,69.867
354214.250,8549504.136,70.209
354244.536,8549504.136,70.551
354274.823,8549504.136,70.893
354305.109,8549504.136,71.235
354335.395,8549504.136,71.577
354365.682,8549504.136,71.919
354395.968,8549504.136,72.260
354426.255,8549504.136,72.602
354456.541,8549504.136,72.944
354486.827,8549504.136,73.286
354517.114,8549504.136,73.628
354547.400,8549504.136,73.970
354577.687,8549504.136,74.312
354607.973,8549504.136,74.654
354638.259,8549504.136,74.996
354668.546,8549504.136,75.338
354698.832,8549504.136,75.680
354729.118,8549504.136,76.022
354759.405,8549504.136,76.364
354789.691,8549504.136,76.706
354819.978,8549504.136,77.048
354850.264,8549504.136,77.389
354880.550,8549504.136,77.731
354910.837,8549504.136,78.073
354941.123,8549504.136,78.415
354971.410,8549504.136,78.757
355001.696,8549504.136,79.099
355031.982,8549504.136,79.441
355062.269,8549504.136,79.783
355092.555,8549504.136,80.125
355122.842,8549504.136,80.467
355153.128,8549504.136,80.809
355183.414,8549504.136,81.151
355213.701,8549504.136,81.493
355243.987,8549504.136,81.835
355274.273,8549504.136,82.177
355304.560,8549504.136,82.518
355334.846,8549504.136,82.860
355365.133,8549504.136,83.202
355395.419,8549504.136,83.544
355425.705,8549504.136,83.886
355455.992,8549504.136,84.228
355486.278,8549504.136,84.570
355516.565,8549504.136,84.912
355546.851,8549504.136,85.254
355577.137,8549504.136,85.596
355607.424,8549504.136,85.938
355637.710,8549504.136,86.280
355667.997,8549504.136,86.622
355698.283,8549504.136,86.964
355728.569,8549504.136,87.306
355758.856,8549504.136,87.647
355789.142,8549504.136,87.989
355819.428,8549504.136,88.331
355849.715,8549504.136,88.673
355880.001,8549504.136,89.015
355910.288,8549504.136,89.357
355940.574,8549504.136,89.699
355970.860,8549504.136,90.041
356001.147,8549504.136,90.383
356031.433,8549504.136,90.725
356061.720,8549504.136,91.067
356092.006,8549504.136,91.409
356122.292,8549504.136,91.751
356152.579,8549504.136,92.093
356182.865,8549504.136,92.435
356213.152,8549504.136,92.776
356243.438,8549504.136,93.118
356273.724,8549504.136,93.460
356304.011,8549504.136,93.802
356334.297,8549504.136,94.144
356364.584,8549504.136,94.486
356394.870,8549504.136,94.828
356425.156,8549504.136,95.170
356455.443,8549504.136,95.512
356485.729,8549504.136,95.854
356516.015,8549504.136,96.196
356546.302,8549504.136,96.538
356576.588,8549504.136,96.880
356606.875,8549504.136,97.222
356637.161,8549504.136,97.564
356667.447,8549504.136,97.905
353214.799,8549473.849,58.925
353245.085,8549473.849,59.267
353275.372,8549473.849,59.609
353305.658,8549473.849,59.951
353335.945,8549473.849,60.293
353366.231,8549473.849,60.635
353396.517,8549473.849,60.977
353426.804,8549473.849,61.319
353457.090,8549473.849,61.661
353487.376,8549473.849,62.002
353517.663,8549473.849,62.344
