,0,1
62,"(2, 7, 0)",0.01
63,"(2, 7, 50)",-0.01
64,"(2, 8, 0)",0.01
65,"(2, 8, 50)",-0.01
66,"(2, 9, 0)",0.01
67,"(2, 9, 50)",-0.01
68,"(2, 10, 0)",0.01
69,"(2, 10, 50)",-0.01
70,"(2, 11, 0)",0.01
71,"(2, 11, 50)",-0.01
72,"(3, 0, 0)",0.01
73,"(3, 0, 50)",-0.01
74,"(3, 1, 0)",0.01
75,"(3, 1, 50)",-0.01
76,"(3, 2, 0)",0.01
77,"(3, 2, 50)",-0.01
78,"(3, 3, 0)",0.01
79,"(3, 3, 50)",-0.01
80,"(3, 4, 0)",0.01
81,"(3, 4, 50)",-0.01
82,"(3, 5, 0)",0.01
83,"(3, 5, 50)",-0.01
84,"(3, 6, 0)",0.01
85,"(3, 6, 50)",-0.01
86,"(3, 7, 0)",0.01
87,"(3, 7, 50)",-0.01
88,"(3, 8, 0)",0.01
89,"(3, 8, 50)",-0.01
90,"(3, 9, 0)",0.01
91,"(3, 9, 50)",-0.01
92,"(3, 10, 0)",0.01
93,"(3, 10, 50)",-0.01
94,"(3, 11, 0)",0.01
95,"(3, 11, 50)",-0.01
96,"(4, 0, 0)",0.01
97,"(4, 0, 50)",-0.01
98,"(4, 1, 0)",0.01
99,"(4, 1, 50)",-0.01
100,"(4, 2, 0)",0.01
101,"(4, 2, 50)",-0.01
102,"(4, 3, 0)",0.01
103,"(4, 3, 50)",-0.01
104,"(4, 4, 0)",0.01
105,"(4, 4, 50)",-0.01
106,"(4, 5, 0)",0.01
107,"(4, 5, 50)",-0.01
108,"(4, 6, 0)",0.01
109,"(4, 6, 50)",-0.01
110,"(4, 7, 0)",0.01
111,"(4, 7, 50)",-0.01
112,"(4, 8, 0)",0.01
113,"(4, 8, 50)",-0.01
114,"(4, 9, 0)",0.01
115,"(4, 9, 50)",-0.01
116,"(4, 10, 0)",0.01
117,"(4, 10, 50)",-0.01
118,"(4, 11, 0)",0.01
119,"(4, 11, 50)",-0.01
120,"(5, 0, 0)",0.01
121,"(5, 0, 50)",-0.01
122,"(5, 1, 0)",0.01
123,"(5, 1, 50)",-0.01
124,"(5, 2, 0)",0.01
125,"(5, 2, 50)",-0.01
126,"(5, 3, 0)",0.01
127,"(5, 3, 50)",-0.01
128,"(5, 4, 0)",0.01
129,"(5, 4, 50)",-0.01
130,"(5, 5, 0)",0.01
131,"(5, 5, 50)",-0.01
132,"(5, 6, 0)",0.01
133,"(5, 6, 50)",-0.01
134,"(5, 7, 0)",0.01
135,"(5, 7, 50)",-0.01
136,"(5, 8, 0)",0.01
137,"(5, 8, 50)",-0.01
138,"(5, 9, 0)",0.01
139,"(5, 9, 50)",-0.01
140,"(5, 10, 0)",0.01
141,"(5, 10, 50)",-0.01
142,"(5, 11, 0)",0.01
143,"(5, 11, 50)",-0.01
144,"(6, 0, 0)",0.01
145,"(6, 0, 50)",-0.01
146,"(6, 1, 0)",0.01
147,"(6, 1, 50)",-0.01
148,"(6, 2, 0)",0.01
149,"(6, 2, 50)",-0.01
150,"(6, 3, 0)",0.01
151,"(6, 3, 50)",-0.01
152,"(6, 4, 0)",0.01
153,"(6, 4, 50)",-0.01
154,"(6, 5, 0)",0.01
155,"(6, 5, 50)",-0.01
156,"(6, 6, 0)",0.01
157,"(6, 6, 50)",-0.01
158,"(6, 7, 0)",0.01
159,"(6, 7, 50)",-0.01
160,"(6, 8, 0)",0.01
161,"(6, 8, 50)",-0.01
162,"(6, 9, 0)",0.01
163,"(6, 9, 50)",-0.01
164,"(6, 10, 0)",0.01
165,"(6, 10, 50)",-0.01
166,"(6, 11, 0)",0.01
167,"(6, 11, 50)",-0.01
168,"(7, 0, 0)",0.01
169,"(7, 0, 50)",-0.01
170,"(7, 1, 0)",0.01
171,"(7, 1, 50)",-0.01
172,"(7, 2, 0)",0.01
173,"(7, 2, 50)",-0.01
174,"(7, 3, 0)",0.01
175,"(7, 3, 50)",-0.01
176,"(7, 4, 0)",0.01
177,"(7, 4, 50)",-0.01
178,"(7, 5, 0)",0.01
179,"(7, 5, 50)",-0.01
180,"(7, 6, 0)",0.01
181,"(7, 6, 50)",-0.01
182,"(7, 7, 0)",0.01
183,"(7, 7, 50)",-0.01
184,"(7, 8, 0)",0.01
185,"(7, 8, 50)",-0.01
186,"(7, 9, 0)",0.01
187,"(7, 9, 50)",-0.01
188,"(7, 10, 0)",0.01
189,"(7, 10, 50)",-0.01
190,"(7, 11, 0)",0.01
191,"(7, 11, 50)",-0.01
192,"(8, 0, 0)",0.01
193,"(8, 0, 50)",-0.01
194,"(8, 1, 0)",0.01
195,"(8, 1, 50)",-0.01
196,"(8, 2, 0)",0.01
197,"(8, 2, 50)",-0.01
198,"(8, 3, 0)",0.01
199,"(8, 3, 50)",-0.01
200,"(8, 4, 0)",0.01
201,"(8, 4, 50)",-0.01
202,"(8, 5, 0)",0.01
203,"(8, 5, 50)",-0.01
204,"(8, 6, 0)",0.01
205,"(8, 6, 50)",-0.01
206,"(8, 7, 0)",0.01
207,"(8, 7, 50)",-0.01
208,"(8, 8, 0)",0.01
209,"(8, 8, 50)",-0.01
210,"(8, 9, 0)",0.01
211,"(8, 9, 50)",-0.01
212,"(8, 10, 0)",0.01
213,"(8, 10, 50)",-0.01
214,"(8, 11, 0)",0.01
215,"(8, 11, 50)",-0.01
216,"(9, 0, 0)",0.01
217,"(9, 0, 50)",-0.01
218,"(9, 1, 0)",0.01
219,"(9, 1, 50)",-0.01
220,"(9, 2, 0)",0.01
221,"(9, 2, 50)",-0.01
222,"(9, 3, 0)",0.01
223,"(9, 3, 50)",-0.01
224,"(9, 4, 0)",0.01
225,"(9, 4, 50)",-0.01
226,"(9, 5, 0)",0.01
227,"(9, 5, 50)",-0.01
228,"(9, 6, 0)",0.01
229,"(9, 6, 50)",-0.01
230,"(9, 7, 0)",0.01
231,"(9, 7, 50)",-0.01
232,"(9, 8, 0)",0.01
233,"(9, 8, 50)",-0.01
234,"(9, 9, 0)",0.01
235,"(9, 9, 50)",-0.01
236,"(9, 10, 0)",0.01
237,"(9, 10, 50)",-0.01
238,"(9, 11, 0)",0.01
239,"(9, 11, 50)",-0.01
