obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol
oname:sfr_otype:lst_usecol:tailwater_time:4018.5,-198.4542179595721,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4018.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4049.5,-299.7491390261739,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4049.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4077.5,-459.6813306138197,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4077.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4108.5,-650.1545441978091,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4108.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4138.5,-793.8198301973467,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4138.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4169.5,-848.2665176859792,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4169.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4199.5,-851.2514500011329,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4199.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4230.5,-624.2866274021387,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4230.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4261.5,-396.7025613162347,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4261.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4291.5,-171.1338111660945,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4291.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4322.5,6.301163147366395,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4322.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4352.5,86.91872918466272,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4352.5,,tailwater
oname:sfr_otype:lst_usecol:tailwater_time:4383.5,92.91136813209991,1.0,oname:sfr_otype:lst_usecol:tailwater,,,sfr,lst,4383.5,,tailwater
oname:freyberg6_otype:arr_i:0_j:0,39.42979,1.0,freyberg6,0,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:1,39.36169,1.0,freyberg6,0,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:10,36.89731,1.0,freyberg6,0,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:11,36.57383,1.0,freyberg6,0,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:12,36.24027,1.0,freyberg6,0,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:13,35.87683,1.0,freyberg6,0,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:14,35.49933,1.0,freyberg6,0,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:15,35.08058,1.0,freyberg6,0,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:16,35.20359,1.0,freyberg6,0,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:17,35.27419,1.0,freyberg6,0,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:18,35.31944,1.0,freyberg6,0,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:19,35.34415,1.0,freyberg6,0,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:2,39.21803,1.0,freyberg6,0,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:3,39.00288,1.0,freyberg6,0,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:4,38.76951,1.0,freyberg6,0,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:5,38.50444,1.0,freyberg6,0,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:6,38.18007,1.0,freyberg6,0,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:7,37.90016,1.0,freyberg6,0,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:8,37.56441,1.0,freyberg6,0,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:0_j:9,37.22414,1.0,freyberg6,0,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:0,40.10696,1.0,freyberg6,10,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:1,40.0849,1.0,freyberg6,10,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:10,35.84815,1.0,freyberg6,10,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:11,35.64915,1.0,freyberg6,10,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:12,35.39447,1.0,freyberg6,10,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:13,35.10917,1.0,freyberg6,10,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:14,34.92772,1.0,freyberg6,10,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:15,34.70116,1.0,freyberg6,10,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:16,34.72268,1.0,freyberg6,10,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:17,34.84064,1.0,freyberg6,10,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:18,34.93041,1.0,freyberg6,10,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:19,34.97556,1.0,freyberg6,10,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:2,40.06375,1.0,freyberg6,10,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:3,40.05173,1.0,freyberg6,10,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:4,-999.99,1.0,freyberg6,10,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:5,-999.99,1.0,freyberg6,10,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:6,-999.99,1.0,freyberg6,10,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:7,-999.99,1.0,freyberg6,10,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:8,36.11096,1.0,freyberg6,10,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:10_j:9,36.00449,1.0,freyberg6,10,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:0,40.13375,1.0,freyberg6,11,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:1,40.12455,1.0,freyberg6,11,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:10,35.7219,1.0,freyberg6,11,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:11,35.53486,1.0,freyberg6,11,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:12,35.25414,1.0,freyberg6,11,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:13,34.81543,1.0,freyberg6,11,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:14,34.84076,1.0,freyberg6,11,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:15,34.69898,1.0,freyberg6,11,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:16,34.79051,1.0,freyberg6,11,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:17,34.87362,1.0,freyberg6,11,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:18,34.93889,1.0,freyberg6,11,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:19,34.97415,1.0,freyberg6,11,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:2,40.11404,1.0,freyberg6,11,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:3,40.10673,1.0,freyberg6,11,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:4,-999.99,1.0,freyberg6,11,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:5,-999.99,1.0,freyberg6,11,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:6,-999.99,1.0,freyberg6,11,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:7,-999.99,1.0,freyberg6,11,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:8,35.94029,1.0,freyberg6,11,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:11_j:9,35.85919,1.0,freyberg6,11,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:0,40.12694,1.0,freyberg6,12,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:1,40.11987,1.0,freyberg6,12,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:10,35.63128,1.0,freyberg6,12,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:11,35.47031,1.0,freyberg6,12,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:12,35.25774,1.0,freyberg6,12,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:13,35.01521,1.0,freyberg6,12,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:14,34.88216,1.0,freyberg6,12,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:15,34.71364,1.0,freyberg6,12,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:16,34.81999,1.0,freyberg6,12,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:17,34.89408,1.0,freyberg6,12,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:18,34.94952,1.0,freyberg6,12,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:19,34.97847,1.0,freyberg6,12,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:2,40.11269,1.0,freyberg6,12,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:3,40.10679,1.0,freyberg6,12,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:4,-999.99,1.0,freyberg6,12,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:5,-999.99,1.0,freyberg6,12,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:6,-999.99,1.0,freyberg6,12,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:7,-999.99,1.0,freyberg6,12,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:8,35.81938,1.0,freyberg6,12,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:12_j:9,35.75262,1.0,freyberg6,12,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:0,40.07992,1.0,freyberg6,13,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:1,40.07429,1.0,freyberg6,13,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:10,35.56963,1.0,freyberg6,13,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:11,35.43505,1.0,freyberg6,13,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:12,35.26463,1.0,freyberg6,13,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:13,35.08014,1.0,freyberg6,13,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:14,34.91498,1.0,freyberg6,13,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:15,34.72431,1.0,freyberg6,13,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:16,34.83452,1.0,freyberg6,13,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:17,34.90597,1.0,freyberg6,13,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:18,34.95613,1.0,freyberg6,13,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:19,34.98197,1.0,freyberg6,13,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:2,40.06348,1.0,freyberg6,13,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:3,40.05748,1.0,freyberg6,13,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:4,-999.99,1.0,freyberg6,13,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:5,-999.99,1.0,freyberg6,13,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:6,-999.99,1.0,freyberg6,13,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:7,-999.99,1.0,freyberg6,13,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:8,35.73479,1.0,freyberg6,13,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:13_j:9,35.67448,1.0,freyberg6,13,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:0,39.98762,1.0,freyberg6,14,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:1,39.9848,1.0,freyberg6,14,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:10,35.52342,1.0,freyberg6,14,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:11,35.40748,1.0,freyberg6,14,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:12,35.26009,1.0,freyberg6,14,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:13,35.09624,1.0,freyberg6,14,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:14,34.92587,1.0,freyberg6,14,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:15,34.72675,1.0,freyberg6,14,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:16,34.83939,1.0,freyberg6,14,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:17,34.90931,1.0,freyberg6,14,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:18,34.95705,1.0,freyberg6,14,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:19,34.9822,1.0,freyberg6,14,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:2,39.97432,1.0,freyberg6,14,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:3,39.96909,1.0,freyberg6,14,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:4,-999.99,1.0,freyberg6,14,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:5,-999.99,1.0,freyberg6,14,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:6,-999.99,1.0,freyberg6,14,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:7,-999.99,1.0,freyberg6,14,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:8,35.67058,1.0,freyberg6,14,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:14_j:9,35.61725,1.0,freyberg6,14,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:0,39.86404,1.0,freyberg6,15,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:1,39.85741,1.0,freyberg6,15,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:10,35.48867,1.0,freyberg6,15,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:11,35.38101,1.0,freyberg6,15,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:12,35.24547,1.0,freyberg6,15,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:13,35.09059,1.0,freyberg6,15,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:14,34.92189,1.0,freyberg6,15,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:15,34.71995,1.0,freyberg6,15,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:16,34.83386,1.0,freyberg6,15,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:17,34.90487,1.0,freyberg6,15,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:18,34.95313,1.0,freyberg6,15,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:19,34.97798,1.0,freyberg6,15,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:2,39.8467,1.0,freyberg6,15,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:3,39.84435,1.0,freyberg6,15,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:4,-999.99,1.0,freyberg6,15,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:5,-999.99,1.0,freyberg6,15,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:6,-999.99,1.0,freyberg6,15,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:7,-999.99,1.0,freyberg6,15,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:8,35.62306,1.0,freyberg6,15,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:15_j:9,35.57106,1.0,freyberg6,15,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:0,39.68936,1.0,freyberg6,16,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:1,39.6736,1.0,freyberg6,16,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:10,35.45711,1.0,freyberg6,16,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:11,35.35329,1.0,freyberg6,16,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:12,35.22258,1.0,freyberg6,16,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:13,35.07103,1.0,freyberg6,16,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:14,34.90461,1.0,freyberg6,16,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:15,34.70678,1.0,freyberg6,16,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:16,34.81951,1.0,freyberg6,16,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:17,34.89385,1.0,freyberg6,16,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:18,34.94341,1.0,freyberg6,16,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:19,34.96862,1.0,freyberg6,16,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:2,39.67507,1.0,freyberg6,16,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:3,39.68074,1.0,freyberg6,16,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:4,-999.99,1.0,freyberg6,16,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:5,-999.99,1.0,freyberg6,16,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:6,-999.99,1.0,freyberg6,16,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:7,-999.99,1.0,freyberg6,16,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:8,35.58776,1.0,freyberg6,16,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:16_j:9,35.54096,1.0,freyberg6,16,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:0,39.49701,1.0,freyberg6,17,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:1,39.48393,1.0,freyberg6,17,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:10,35.43055,1.0,freyberg6,17,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:11,35.32553,1.0,freyberg6,17,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:12,35.19226,1.0,freyberg6,17,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:13,35.0394,1.0,freyberg6,17,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:14,34.87389,1.0,freyberg6,17,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:15,34.68458,1.0,freyberg6,17,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:16,34.79831,1.0,freyberg6,17,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:17,34.87636,1.0,freyberg6,17,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:18,34.92847,1.0,freyberg6,17,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:19,34.95509,1.0,freyberg6,17,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:2,39.47148,1.0,freyberg6,17,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:3,39.47625,1.0,freyberg6,17,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:4,-999.99,1.0,freyberg6,17,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:5,-999.99,1.0,freyberg6,17,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:6,-999.99,1.0,freyberg6,17,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:7,-999.99,1.0,freyberg6,17,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:8,35.56688,1.0,freyberg6,17,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:17_j:9,35.51589,1.0,freyberg6,17,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:0,39.26646,1.0,freyberg6,18,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:1,39.25552,1.0,freyberg6,18,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:10,35.40972,1.0,freyberg6,18,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:11,35.29722,1.0,freyberg6,18,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:12,35.15621,1.0,freyberg6,18,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:13,34.99195,1.0,freyberg6,18,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:14,34.81867,1.0,freyberg6,18,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:15,34.6506,1.0,freyberg6,18,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:16,34.77069,1.0,freyberg6,18,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:17,34.85481,1.0,freyberg6,18,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:18,34.91049,1.0,freyberg6,18,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:19,34.93983,1.0,freyberg6,18,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:2,39.23687,1.0,freyberg6,18,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:3,39.2391,1.0,freyberg6,18,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:4,-999.99,1.0,freyberg6,18,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:5,-999.99,1.0,freyberg6,18,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:6,-999.99,1.0,freyberg6,18,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:7,-999.99,1.0,freyberg6,18,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:8,35.55507,1.0,freyberg6,18,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:18_j:9,35.50043,1.0,freyberg6,18,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:0,39.00283,1.0,freyberg6,19,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:1,38.98198,1.0,freyberg6,19,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:10,35.39553,1.0,freyberg6,19,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:11,35.27237,1.0,freyberg6,19,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:12,35.11495,1.0,freyberg6,19,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:13,34.92372,1.0,freyberg6,19,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:14,34.71335,1.0,freyberg6,19,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:15,34.59942,1.0,freyberg6,19,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:16,34.73694,1.0,freyberg6,19,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:17,34.83127,1.0,freyberg6,19,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:18,34.89283,1.0,freyberg6,19,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:19,34.92281,1.0,freyberg6,19,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:2,38.96005,1.0,freyberg6,19,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:3,38.95353,1.0,freyberg6,19,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:4,-999.99,1.0,freyberg6,19,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:5,-999.99,1.0,freyberg6,19,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:6,-999.99,1.0,freyberg6,19,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:7,-999.99,1.0,freyberg6,19,7,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:8,35.56097,1.0,freyberg6,19,8,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:19_j:9,35.49566,1.0,freyberg6,19,9,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:0,39.44428,1.0,freyberg6,1,0,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:1,39.3683,1.0,freyberg6,1,1,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:10,36.87337,1.0,freyberg6,1,10,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:11,36.55434,1.0,freyberg6,1,11,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:12,36.22192,1.0,freyberg6,1,12,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:13,35.86011,1.0,freyberg6,1,13,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:14,35.49428,1.0,freyberg6,1,14,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:15,35.07375,1.0,freyberg6,1,15,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:16,35.1944,1.0,freyberg6,1,16,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:17,35.26618,1.0,freyberg6,1,17,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:18,35.3118,1.0,freyberg6,1,18,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:19,35.33564,1.0,freyberg6,1,19,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:2,39.2257,1.0,freyberg6,1,2,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:3,39.00458,1.0,freyberg6,1,3,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:4,38.77903,1.0,freyberg6,1,4,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:5,38.5094,1.0,freyberg6,1,5,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:6,38.18487,1.0,freyberg6,1,6,freyberg6,arr,,,
oname:freyberg6_otype:arr_i:1_j:7,37.88506,1.0,freyberg6,1,7,freyberg6,arr,,,
