index,Total = ∑ Elastic coarse-grained material 
1993-05-28 12:00:00,1.240540035448
1993-05-29 12:00:00,1.24058144463
1993-05-30 12:00:00,1.2406209692380001
1993-05-31 12:00:00,1.240663253227
1993-06-01 12:00:00,1.240714037846
1993-06-02 12:00:00,1.2407548588350001
1993-06-03 12:00:00,1.2407801065689998
1993-06-04 12:00:00,1.2408085867
1993-06-05 12:00:00,1.2408446473409998
1993-06-06 12:00:00,1.240875240256
1993-06-07 12:00:00,1.2409025307919999
1993-06-08 12:00:00,1.2409351383379998
1993-06-09 12:00:00,1.240972645699
1993-06-10 12:00:00,1.241008131473
1993-06-11 12:00:00,1.241050556969
1993-06-12 12:00:00,1.241099603863
1993-06-13 12:00:00,1.241141779591
1993-06-14 12:00:00,1.2411837144010003
1993-06-15 12:00:00,1.241225583709
1993-06-16 12:00:00,1.241267346888
1993-06-17 12:00:00,1.241309338809
1993-06-18 12:00:00,1.241351833053
1993-06-19 12:00:00,1.2413944097790002
1993-06-20 12:00:00,1.241436908073
1993-06-21 12:00:00,1.2414795513199999
1993-06-22 12:00:00,1.2415224964580003
1993-06-23 12:00:00,1.2415657467099999
1993-06-24 12:00:00,1.241609460611
1993-06-25 12:00:00,1.2416537185779997
1993-06-26 12:00:00,1.24169820768
1993-06-27 12:00:00,1.2417427613429999
1993-06-28 12:00:00,1.2417874928879997
1993-06-29 12:00:00,1.24183243147
1993-06-30 12:00:00,1.241877599919
1993-07-01 12:00:00,1.2419230824160001
1993-07-02 12:00:00,1.241968891267
1993-07-03 12:00:00,1.242014907901
1993-07-04 12:00:00,1.2420608949560001
1993-07-05 12:00:00,1.2421069809519998
1993-07-06 12:00:00,1.242153358788
1993-07-07 12:00:00,1.242199694542
1993-07-08 12:00:00,1.242245942497
1993-07-09 12:00:00,1.24229206944
1993-07-10 12:00:00,1.242337851428
1993-07-11 12:00:00,1.242383400364
1993-07-12 12:00:00,1.242428972542
1993-07-13 12:00:00,1.2424747030749999
1993-07-14 12:00:00,1.24252039071
1993-07-15 12:00:00,1.2425652636259998
1993-07-16 12:00:00,1.242605947747
1993-07-17 12:00:00,1.242640537795
1993-07-18 12:00:00,1.242678717052
1993-07-19 12:00:00,1.24272031431
1993-07-20 12:00:00,1.242753872391
1993-07-21 12:00:00,1.2427933283550001
1993-07-22 12:00:00,1.242830883686
1993-07-23 12:00:00,1.242867830866
1993-07-24 12:00:00,1.24291759063
1993-07-25 12:00:00,1.242967581278
1993-07-26 12:00:00,1.24301862333
1993-07-27 12:00:00,1.2430677651370001
1993-07-28 12:00:00,1.2431100175869998
1993-07-29 12:00:00,1.243155620483
1993-07-30 12:00:00,1.243204411099
1993-07-31 12:00:00,1.2432514759820001
1993-08-01 12:00:00,1.2432988125989999
1993-08-02 12:00:00,1.243342612683
1993-08-03 12:00:00,1.243388298868
1993-08-04 12:00:00,1.2434352332149998
1993-08-05 12:00:00,1.2434824822950001
1993-08-06 12:00:00,1.2435303916959999
1993-08-07 12:00:00,1.2435755576269998
1993-08-08 12:00:00,1.243621639524
1993-08-09 12:00:00,1.243670755612
1993-08-10 12:00:00,1.243720152813
1993-08-11 12:00:00,1.243767349306
1993-08-12 12:00:00,1.2438134759109998
1993-08-13 12:00:00,1.2438613503540001
1993-08-14 12:00:00,1.243911288163
1993-08-15 12:00:00,1.2439600545510001
1993-08-16 12:00:00,1.24400713567
1993-08-17 12:00:00,1.2440570995090001
1993-08-18 12:00:00,1.244106342923
1993-08-19 12:00:00,1.2441518610889999
1993-08-20 12:00:00,1.244197957457
1993-08-21 12:00:00,1.244242226805
1993-08-22 12:00:00,1.244286586085
1993-08-23 12:00:00,1.2443336297049998
1993-08-24 12:00:00,1.2443812524259998
1993-08-25 12:00:00,1.24442742172
1993-08-26 12:00:00,1.244474197406
1993-08-27 12:00:00,1.2445239994739998
1993-08-28 12:00:00,1.244571823881
1993-08-29 12:00:00,1.244616699902
1993-08-30 12:00:00,1.244662620363
1993-08-31 12:00:00,1.2447108831400002
1993-09-01 12:00:00,1.2447524745890002
1993-09-02 12:00:00,1.2447938940080001
1993-09-03 12:00:00,1.244844403846
1993-09-04 12:00:00,1.24489406453
1993-09-05 12:00:00,1.2449384290369998
1993-09-06 12:00:00,1.244978593203
1993-09-07 12:00:00,1.245020578019
1993-09-08 12:00:00,1.245067888456
1993-09-09 12:00:00,1.2451167105710002
1993-09-10 12:00:00,1.2451653893319998
1993-09-11 12:00:00,1.24521404439
1993-09-12 12:00:00,1.245261538016
1993-09-13 12:00:00,1.245308504807
1993-09-14 12:00:00,1.245355740565
1993-09-15 12:00:00,1.245399021389
1993-09-16 12:00:00,1.245437928356
1993-09-17 12:00:00,1.245477611118
1993-09-18 12:00:00,1.2455185253849999
1993-09-19 12:00:00,1.245559528148
1993-09-20 12:00:00,1.245602754708
1993-09-21 12:00:00,1.24564954832
1993-09-22 12:00:00,1.245697086084
1993-09-23 12:00:00,1.2457402178780002
1993-09-24 12:00:00,1.2457860396189997
1993-09-25 12:00:00,1.2458264886350001
1993-09-26 12:00:00,1.245855591687
1993-09-27 12:00:00,1.2458926393110001
1993-09-28 12:00:00,1.245935575338
1993-09-29 12:00:00,1.245977223971
1993-09-30 12:00:00,1.2460203433670003
1993-10-01 12:00:00,1.2460637321699999
1993-10-02 12:00:00,1.246105440638
1993-10-03 12:00:00,1.246146622616
1993-10-04 12:00:00,1.2461889938239998
1993-10-05 12:00:00,1.2462331381890002
1993-10-06 12:00:00,1.2462745765960002
1993-10-07 12:00:00,1.2463091969479998
1993-10-08 12:00:00,1.2463465681319998
1993-10-09 12:00:00,1.2463927922399998
1993-10-10 12:00:00,1.246437404143
1993-10-11 12:00:00,1.246473517121
1993-10-12 12:00:00,1.2465083345010002
1993-10-13 12:00:00,1.2465458582720002
1993-10-14 12:00:00,1.24658324753
1993-10-15 12:00:00,1.246620370597
1993-10-16 12:00:00,1.246657020086
1993-10-17 12:00:00,1.2466932293259998
1993-10-18 12:00:00,1.2467293400769999
1993-10-19 12:00:00,1.2467655849609998
1993-10-20 12:00:00,1.246801836632
1993-10-21 12:00:00,1.246837751479
1993-10-22 12:00:00,1.246873284454
1993-10-23 12:00:00,1.2469085738130001
1993-10-24 12:00:00,1.2469436555990001
1993-10-25 12:00:00,1.246978628873
1993-10-26 12:00:00,1.247013574273
1993-10-27 12:00:00,1.247048469287
1993-10-28 12:00:00,1.247083139704
1993-10-29 12:00:00,1.247117681998
1993-10-30 12:00:00,1.2471562930850002
1993-10-31 12:00:00,1.247197074399
1993-11-01 12:00:00,1.2472295092509997
1993-11-02 12:00:00,1.2472570866919999
1993-11-03 12:00:00,1.247286056669
1993-11-04 12:00:00,1.2473138469650003
1993-11-05 12:00:00,1.247342253995
1993-11-06 12:00:00,1.247373153896
1993-11-07 12:00:00,1.2474045529890003
1993-11-08 12:00:00,1.247436410923
1993-11-09 12:00:00,1.247469179767
1993-11-10 12:00:00,1.2474996190309997
1993-11-11 12:00:00,1.247525129366
1993-11-12 12:00:00,1.2475479428379999
1993-11-13 12:00:00,1.2475740659790002
1993-11-14 12:00:00,1.2476071967300002
1993-11-15 12:00:00,1.247643300087
1993-11-16 12:00:00,1.247675840175
1993-11-17 12:00:00,1.2477052265470001
1993-11-18 12:00:00,1.2477345105589999
1993-11-19 12:00:00,1.247765374237
1993-11-20 12:00:00,1.247797479435
1993-11-21 12:00:00,1.2478300415490002
1993-11-22 12:00:00,1.247866559173
1993-11-23 12:00:00,1.247898983028
1993-11-24 12:00:00,1.247924624507
1993-11-25 12:00:00,1.247948649051
1993-11-26 12:00:00,1.247970569453
1993-11-27 12:00:00,1.247992525289
1993-11-28 12:00:00,1.248016207208
1993-11-29 12:00:00,1.248052022755
1993-11-30 12:00:00,1.2480902788950001
1993-12-01 12:00:00,1.248119276494
1993-12-02 12:00:00,1.2481567012989998
1993-12-03 12:00:00,1.248197798077
1993-12-04 12:00:00,1.248232784877
1993-12-05 12:00:00,1.248273115913
1993-12-06 12:00:00,1.248309442438
1993-12-07 12:00:00,1.248339737586
1993-12-08 12:00:00,1.248372317901
1993-12-09 12:00:00,1.2484056458779997
1993-12-10 12:00:00,1.2484295120389999
1993-12-11 12:00:00,1.2484443147670001
1993-12-12 12:00:00,1.248461945048
1993-12-13 12:00:00,1.248480864409
1993-12-14 12:00:00,1.248499974302
1993-12-15 12:00:00,1.248519804874
1993-12-16 12:00:00,1.2485421997150001
1993-12-17 12:00:00,1.2485663787749999
1993-12-18 12:00:00,1.248590852526
1993-12-19 12:00:00,1.248615468192
1993-12-20 12:00:00,1.2486408787130001
1993-12-21 12:00:00,1.248666587728
1993-12-22 12:00:00,1.248693803076
1993-12-23 12:00:00,1.248722615161
1993-12-24 12:00:00,1.248754943265
1993-12-25 12:00:00,1.248791501506
1993-12-26 12:00:00,1.2488215802749998
1993-12-27 12:00:00,1.2488459013639999
1993-12-28 12:00:00,1.248871384174
1993-12-29 12:00:00,1.24889798592
1993-12-30 12:00:00,1.2489237694339999
1993-12-31 12:00:00,1.248948203106
1994-01-01 12:00:00,1.2489742057640003
1994-01-02 12:00:00,1.249002309289
1994-01-03 12:00:00,1.249030928312
1994-01-04 12:00:00,1.249058723077
1994-01-05 12:00:00,1.249084350149
1994-01-06 12:00:00,1.2491107468190001
1994-01-07 12:00:00,1.249140331222
1994-01-08 12:00:00,1.249166630341
1994-01-09 12:00:00,1.249189456482
1994-01-10 12:00:00,1.249213868472
1994-01-11 12:00:00,1.2492397418610002
1994-01-12 12:00:00,1.2492662160399999
1994-01-13 12:00:00,1.24929304042
1994-01-14 12:00:00,1.2493190189419998
1994-01-15 12:00:00,1.2493437584959999
1994-01-16 12:00:00,1.2493682634520002
1994-01-17 12:00:00,1.2493948362549998
1994-01-18 12:00:00,1.2494256521190001
1994-01-19 12:00:00,1.2494560328989999
1994-01-20 12:00:00,1.249482835514
1994-01-21 12:00:00,1.2495085689730001
1994-01-22 12:00:00,1.2495330836799998
1994-01-23 12:00:00,1.249556379463
1994-01-24 12:00:00,1.249579368831
1994-01-25 12:00:00,1.2496024834639998
1994-01-26 12:00:00,1.249626423018
1994-01-27 12:00:00,1.249650721028
1994-01-28 12:00:00,1.249675559471
1994-01-29 12:00:00,1.2497019953589996
1994-01-30 12:00:00,1.249729012859
1994-01-31 12:00:00,1.2497562390219998
1994-02-01 12:00:00,1.2497836862399998
1994-02-02 12:00:00,1.249810794762
1994-02-03 12:00:00,1.2498374386259998
1994-02-04 12:00:00,1.249864074038
1994-02-05 12:00:00,1.2498909835129999
1994-02-06 12:00:00,1.24991790544
1994-02-07 12:00:00,1.24994423744
1994-02-08 12:00:00,1.2499705034309998
1994-02-09 12:00:00,1.2499978014020001
1994-02-10 12:00:00,1.250025537815
1994-02-11 12:00:00,1.2500531747720003
1994-02-12 12:00:00,1.250081364189
1994-02-13 12:00:00,1.250109731261
1994-02-14 12:00:00,1.250137503716
1994-02-15 12:00:00,1.2501649302739999
1994-02-16 12:00:00,1.2501922314209999
1994-02-17 12:00:00,1.250219054796
1994-02-18 12:00:00,1.2502457639370002
1994-02-19 12:00:00,1.2502729677489999
1994-02-20 12:00:00,1.2503005221219998
1994-02-21 12:00:00,1.250328308113
1994-02-22 12:00:00,1.250356270328
1994-02-23 12:00:00,1.2503835797070002
1994-02-24 12:00:00,1.250409177167
1994-02-25 12:00:00,1.2504336299649998
1994-02-26 12:00:00,1.250458085137
1994-02-27 12:00:00,1.250482593018
1994-02-28 12:00:00,1.2505076804270001
1994-03-01 12:00:00,1.2505336711839998
1994-03-02 12:00:00,1.2505594432640001
1994-03-03 12:00:00,1.250584816632
1994-03-04 12:00:00,1.250611939694
1994-03-05 12:00:00,1.250639394319
1994-03-06 12:00:00,1.2506653367729998
1994-03-07 12:00:00,1.25069169037
1994-03-08 12:00:00,1.250719322178
1994-03-09 12:00:00,1.2507480188959998
1994-03-10 12:00:00,1.2507767848540001
1994-03-11 12:00:00,1.250805257167
1994-03-12 12:00:00,1.250835059071
1994-03-13 12:00:00,1.250865905289
1994-03-14 12:00:00,1.250897919863
1994-03-15 12:00:00,1.250933808975
1994-03-16 12:00:00,1.25097241061
1994-03-17 12:00:00,1.251006401258
1994-03-18 12:00:00,1.251035897256
1994-03-19 12:00:00,1.2510656223599996
1994-03-20 12:00:00,1.251094464459
1994-03-21 12:00:00,1.251125044489
1994-03-22 12:00:00,1.2511586611579997
1994-03-23 12:00:00,1.251189937432
1994-03-24 12:00:00,1.251216414388
1994-03-25 12:00:00,1.251241156442
1994-03-26 12:00:00,1.251267597984
1994-03-27 12:00:00,1.251298038016
1994-03-28 12:00:00,1.251334611278
1994-03-29 12:00:00,1.2513756905300002
1994-03-30 12:00:00,1.2514174894370003
1994-03-31 12:00:00,1.251455423722
1994-04-01 12:00:00,1.251490772238
1994-04-02 12:00:00,1.2515294612660002
1994-04-03 12:00:00,1.251569889573
1994-04-04 12:00:00,1.2516094613780002
1994-04-05 12:00:00,1.251648108644
1994-04-06 12:00:00,1.2516850142740001
1994-04-07 12:00:00,1.2517215604370002
1994-04-08 12:00:00,1.251759845927
1994-04-09 12:00:00,1.251799131047
1994-04-10 12:00:00,1.2518382601259999
1994-04-11 12:00:00,1.251877669112
1994-04-12 12:00:00,1.2519221476490001
1994-04-13 12:00:00,1.25196683099
1994-04-14 12:00:00,1.252006822416
1994-04-15 12:00:00,1.2520467888620002
1994-04-16 12:00:00,1.252087192209
1994-04-17 12:00:00,1.2521276139930002
1994-04-18 12:00:00,1.252167947878
1994-04-19 12:00:00,1.252208229252
1994-04-20 12:00:00,1.252248580312
1994-04-21 12:00:00,1.252289038649
1994-04-22 12:00:00,1.2523301976669998
1994-04-23 12:00:00,1.252371869757
1994-04-24 12:00:00,1.252409139799
1994-04-25 12:00:00,1.2524375180989997
1994-04-26 12:00:00,1.2524619738340002
1994-04-27 12:00:00,1.252486706306
1994-04-28 12:00:00,1.252511793324
1994-04-29 12:00:00,1.2525425622140003
1994-04-30 12:00:00,1.2525792314550002
1994-05-01 12:00:00,1.2526181015249997
1994-05-02 12:00:00,1.252658360214
1994-05-03 12:00:00,1.2526988091759999
1994-05-04 12:00:00,1.252735034241
1994-05-05 12:00:00,1.2527645314110003
1994-05-06 12:00:00,1.252794525765
1994-05-07 12:00:00,1.252825881655
1994-05-08 12:00:00,1.252855875078
1994-05-09 12:00:00,1.2528887802480002
1994-05-10 12:00:00,1.252927534908
1994-05-11 12:00:00,1.25296849571
1994-05-12 12:00:00,1.25300672654
1994-05-13 12:00:00,1.2530468619200001
1994-05-14 12:00:00,1.253088810534
1994-05-15 12:00:00,1.253126865538
1994-05-16 12:00:00,1.2531629234239998
1994-05-17 12:00:00,1.25319852061
1994-05-18 12:00:00,1.2532304569249997
1994-05-19 12:00:00,1.2532593382919999
1994-05-20 12:00:00,1.253297706761
1994-05-21 12:00:00,1.2533446178849998
1994-05-22 12:00:00,1.253391352142
1994-05-23 12:00:00,1.253436933034
1994-05-24 12:00:00,1.2534808732529998
1994-05-25 12:00:00,1.253525006708
1994-05-26 12:00:00,1.253563605477
1994-05-27 12:00:00,1.253598850021
1994-05-28 12:00:00,1.253640028056
1994-05-29 12:00:00,1.253686737716
1994-05-30 12:00:00,1.2537322298280003
1994-05-31 12:00:00,1.2537751826299999
1994-06-01 12:00:00,1.2538212352990001
1994-06-02 12:00:00,1.253866249386
1994-06-03 12:00:00,1.253905734276
1994-06-04 12:00:00,1.2539425133920001
1994-06-05 12:00:00,1.253980709148
1994-06-06 12:00:00,1.254028225063
1994-06-07 12:00:00,1.2540775274079998
1994-06-08 12:00:00,1.2541204734309999
1994-06-09 12:00:00,1.254156377897
1994-06-10 12:00:00,1.254195973889
1994-06-11 12:00:00,1.254245836678
1994-06-12 12:00:00,1.254295692587
1994-06-13 12:00:00,1.254344464157
1994-06-14 12:00:00,1.2543922943319998
1994-06-15 12:00:00,1.254437717886
1994-06-16 12:00:00,1.254474741208
1994-06-17 12:00:00,1.2545116167919999
1994-06-18 12:00:00,1.254554387069
1994-06-19 12:00:00,1.254600287352
1994-06-20 12:00:00,1.254650058852
1994-06-21 12:00:00,1.2546996562130002
1994-06-22 12:00:00,1.25474842449
1994-06-23 12:00:00,1.254793493363
1994-06-24 12:00:00,1.254837718089
1994-06-25 12:00:00,1.2548848814129998
1994-06-26 12:00:00,1.254931548302
1994-06-27 12:00:00,1.254977223093
1994-06-28 12:00:00,1.255022800463
1994-06-29 12:00:00,1.25506824626
1994-06-30 12:00:00,1.255113584115
1994-07-01 12:00:00,1.255158911993
1994-07-02 12:00:00,1.2552042570320001
1994-07-03 12:00:00,1.255249529113
1994-07-04 12:00:00,1.25529478681
1994-07-05 12:00:00,1.255340192115
1994-07-06 12:00:00,1.255385805941
1994-07-07 12:00:00,1.255431458467
1994-07-08 12:00:00,1.2554769883660002
1994-07-09 12:00:00,1.255522584302
1994-07-10 12:00:00,1.255568321742
1994-07-11 12:00:00,1.255614036357
1994-07-12 12:00:00,1.255658834678
1994-07-13 12:00:00,1.255702532544
1994-07-14 12:00:00,1.255743081794
1994-07-15 12:00:00,1.2557842770949998
1994-07-16 12:00:00,1.2558306733940001
1994-07-17 12:00:00,1.255878718077
1994-07-18 12:00:00,1.2559267004940002
1994-07-19 12:00:00,1.25597453537
1994-07-20 12:00:00,1.2560209481599998
1994-07-21 12:00:00,1.256059243727
1994-07-22 12:00:00,1.256098077593
1994-07-23 12:00:00,1.256145622515
1994-07-24 12:00:00,1.256194504037
1994-07-25 12:00:00,1.256241654378
1994-07-26 12:00:00,1.2562873840450002
1994-07-27 12:00:00,1.25633097583
1994-07-28 12:00:00,1.256370463886
1994-07-29 12:00:00,1.256419983091
1994-07-30 12:00:00,1.256482801813
1994-07-31 12:00:00,1.256540922997
1994-08-01 12:00:00,1.2565957913259997
1994-08-02 12:00:00,1.256652621706
1994-08-03 12:00:00,1.256706330621
